ID,Beta,Rho,Aniso_X,Aniso_Y,Aniso_Z,Area_Inner,Area_Outer,Total_Area,Volume,SA_Vol_Ratio,Porosity,Pore_Size
63,26.0607,0.6389,50.5,32.86,81.95,6.8614,3.0589,9.9203,0.508,19.5291,0.3565,0.1478
64,43.8301,0.5208,88.5,22.8,33.76,12.2211,2.7489,14.97,0.4079,36.7022,0.4831,0.0888
65,22.8045,0.3178,7.38,25.68,64.61,5.8154,1.7048,7.5202,0.2645,28.4345,0.6648,0.0209
66,27.2925,0.5254,70.54,24.72,64.85,7.6718,2.5411,10.2129,0.4083,25.0111,0.4825,0.1405
67,20.4697,0.6132,71.77,71.59,48.16,5.4987,3.0163,8.5149,0.4717,18.0503,0.4024,0.1921
68,45.74,0.4576,36.67,25.71,34.04,12.811,2.4993,15.3104,0.3603,42.4905,0.5434,0.0941
69,27.1305,0.4325,59.76,32.67,35.49,7.4367,2.0248,9.4615,0.3311,28.572,0.5805,0.0178
70,22.8584,0.3934,36.59,70.26,52.43,6.2133,2.0388,8.2521,0.3132,26.3451,0.6031,0.0177
71,20.7333,0.4798,75.72,35.25,85.58,5.8188,2.3265,8.1453,0.3765,21.6322,0.5229,0.1827
72,16.5522,0.5846,68.14,13.09,49.4,4.5091,2.8785,7.3876,0.4594,16.0805,0.4177,0.2359
73,31.5227,0.6566,70.68,16.78,49.77,8.0868,3.3,11.3867,0.5172,22.0159,0.3447,0.114
74,43.1447,0.3273,7.11,11.58,19.47,10.8016,1.6733,12.4749,0.2471,50.4762,0.6868,0.017
75,36.57,0.3774,5.11,27.61,63.91,9.9197,2.0205,11.9402,0.3093,38.601,0.6079,0.018
76,29.7735,0.3672,36.21,55.14,38.44,7.8988,1.929,9.8279,0.2842,34.579,0.6398,0.0165
77,23.8145,0.3739,28.61,76.42,65.75,6.1959,1.8963,8.0921,0.2761,29.3076,0.65,0.0172
78,24.5403,0.3814,60.7,64.46,40.38,6.4961,1.876,8.3721,0.2911,28.7573,0.631,0.0163
79,23.4542,0.3778,30.69,44.11,11.12,6.1714,1.9721,8.1435,0.2786,29.2298,0.647,0.0184
80,37.0849,0.37,14.66,37.08,1.76,9.8306,2.0727,11.9033,0.2824,42.1463,0.6421,0.0169
81,17.4085,0.4873,67.43,9.34,48.46,4.7815,2.3606,7.142,0.3796,18.817,0.5192,0.2261
82,37.0052,0.4491,19.82,11.26,6.33,10.2437,2.3898,12.6335,0.3456,36.5512,0.5618,0.1293
83,37.8776,0.3869,89.58,74.43,73.25,10.2723,2.0055,12.2778,0.3032,40.5,0.6159,0.0149
84,22.4091,0.452,40.31,58.81,67.76,6.1371,2.2382,8.3753,0.35,23.9273,0.5565,0.1893
85,34.108,0.5482,5.3,31.03,85.09,9.4402,2.8621,12.3023,0.4238,29.0301,0.463,0.1305
86,44.0761,0.3817,75.14,14.67,46.69,11.7439,2.0168,13.7607,0.296,46.4834,0.625,0.0147
87,24.0863,0.5446,80.77,49.12,5.13,6.6838,2.8539,9.5377,0.4326,22.0465,0.4519,0.1686
88,44.7352,0.6844,50.38,4.41,68.31,11.0991,3.3971,14.4962,0.5452,26.5903,0.3096,0.0858
89,35.6461,0.6136,70.19,34.21,84.92,9.6097,3.0108,12.6205,0.4772,26.4464,0.3951,0.1097
90,43.8137,0.6914,71.0,10.82,66.11,10.7293,3.5577,14.287,0.5475,26.0951,0.3064,0.0907
91,34.4231,0.439,53.41,79.06,27.72,9.5461,2.3072,11.8533,0.3429,34.5698,0.5655,0.1276
92,32.9442,0.4889,82.98,28.36,48.07,9.2479,2.5236,11.7715,0.3824,30.7808,0.5157,0.1264
93,31.9756,0.3115,29.31,82.27,24.91,7.7779,1.5977,9.3756,0.2337,40.1234,0.7039,0.0162
94,41.5707,0.6044,27.86,46.97,6.89,11.3835,3.1466,14.5301,0.4756,30.5522,0.3975,0.1
95,33.6612,0.304,1.25,19.21,32.58,8.519,1.7453,10.2643,0.2427,42.296,0.6925,0.0207
96,31.4156,0.6031,21.72,50.19,53.66,8.4558,3.0428,11.4987,0.4812,23.8945,0.3903,0.1378
97,19.2687,0.568,71.24,29.85,36.27,5.3656,2.8118,8.1774,0.4476,18.2688,0.4326,0.212
98,46.2949,0.3403,65.62,61.49,32.03,11.7871,1.7603,13.5474,0.2619,51.7244,0.6681,0.0141
99,39.7488,0.5283,60.72,35.96,46.11,11.2153,2.7323,13.9477,0.4146,33.6449,0.4747,0.0958
100,16.0471,0.6663,81.2,69.93,73.15,4.169,3.0882,7.2572,0.5123,14.1661,0.3507,0.251
101,33.2742,0.369,5.63,84.94,58.96,8.7693,2.0252,10.7945,0.2941,36.6986,0.627,0.0194
102,27.9033,0.6401,34.26,23.28,80.9,7.1816,3.0761,10.2577,0.5088,20.159,0.3552,0.1351
103,19.0128,0.3639,8.52,86.45,51.09,4.9873,2.124,7.1113,0.2927,24.295,0.6291,0.0222
104,27.3502,0.4319,89.23,9.97,40.2,7.5566,2.1411,9.6977,0.3372,28.7555,0.5724,0.0181
105,20.319,0.5396,53.86,1.79,36.97,5.6869,2.4707,8.1575,0.4226,19.3012,0.4646,0.2164
106,27.6356,0.5929,86.62,60.51,52.11,7.5723,2.9362,10.5085,0.458,22.9422,0.4196,0.137
107,42.3935,0.5534,43.52,64.8,53.91,11.8753,2.8509,14.7262,0.4306,34.1957,0.4541,0.0882
108,25.3249,0.5939,60.64,30.39,24.22,6.9723,2.8487,9.821,0.4623,21.2456,0.4142,0.1703
109,32.8609,0.4687,34.91,15.98,33.22,9.1069,2.3285,11.4354,0.3668,31.1759,0.5352,0.1188
110,34.1744,0.4364,17.58,9.76,52.01,9.3802,2.1791,11.5593,0.3409,33.9039,0.5681,0.1164
111,29.2321,0.3504,26.26,34.67,0.69,7.4565,1.8161,9.2725,0.2514,36.8771,0.6812,0.0151
112,45.6407,0.4615,75.19,13.1,36.13,12.7241,2.4643,15.1884,0.3604,42.138,0.5432,0.0853
113,45.7049,0.3593,37.36,15.27,30.94,11.9327,1.9463,13.8791,0.2761,50.271,0.6501,0.0155
114,20.6476,0.367,76.72,24.2,88.72,5.229,1.5926,6.8216,0.2795,24.4039,0.6457,0.0154
115,40.451,0.3967,84.7,16.16,68.05,10.9023,2.0283,12.9306,0.3042,42.5056,0.6145,0.0164
116,46.4433,0.4448,6.65,59.35,44.02,12.9652,2.3611,15.3263,0.3474,44.1171,0.5599,0.0885
117,44.9195,0.4042,64.4,66.09,2.42,12.319,1.9909,14.3099,0.3106,46.078,0.6067,0.0949
118,18.3468,0.3803,21.63,15.64,22.66,4.746,1.7674,6.5135,0.2906,22.4133,0.6316,0.0189
119,16.8227,0.5702,63.51,49.32,75.84,4.7277,2.6402,7.3678,0.4353,16.9247,0.4484,0.2249
120,37.3719,0.4462,75.16,52.49,60.73,10.3557,2.3109,12.6666,0.3483,36.3636,0.5587,0.1145
121,20.8496,0.4528,81.97,0.97,69.68,5.8133,1.9697,7.783,0.353,22.05,0.5527,0.019
122,22.7618,0.5394,85.21,69.13,37.11,6.2771,2.7348,9.012,0.4168,21.6228,0.4718,0.1741
123,45.9502,0.4227,33.43,61.95,74.86,12.6801,2.1963,14.8764,0.3297,45.122,0.5822,0.0974
124,39.3671,0.678,26.34,57.87,81.42,9.7811,3.3499,13.131,0.5442,24.1277,0.3103,0.1029
125,32.0118,0.6285,34.34,88.78,1.73,8.5154,3.187,11.7025,0.4981,23.4943,0.3687,0.1244
126,46.9913,0.5801,10.81,32.82,17.77,13.1025,3.0836,16.1861,0.4618,35.0472,0.4148,0.0894
127,38.6439,0.3734,19.55,44.55,22.87,10.2729,1.8754,12.1483,0.2823,43.0361,0.6422,0.0167
128,41.249,0.3968,76.8,74.86,23.28,11.0356,2.0756,13.1112,0.3024,43.3609,0.6168,0.0166
129,41.3119,0.6652,46.04,4.13,30.48,10.4275,3.3524,13.78,0.5324,25.8834,0.3255,0.1002
130,26.1523,0.5909,80.32,10.85,31.99,7.132,2.9522,10.0842,0.4629,21.783,0.4133,0.1563
131,16.7308,0.4828,27.51,12.58,65.56,4.5986,2.3599,6.9585,0.3732,18.6434,0.5269,0.2285
132,42.3141,0.5426,58.6,78.77,42.77,11.8965,2.8357,14.7322,0.4245,34.7017,0.462,0.0887
133,46.411,0.6019,87.66,78.45,88.22,12.6708,3.0264,15.6972,0.473,33.1844,0.4004,0.0934
134,22.1407,0.6351,18.78,75.74,30.8,5.8656,3.0989,8.9646,0.4945,18.13,0.3735,0.1793
135,18.8974,0.3177,46.88,75.82,14.03,4.633,1.4507,6.0837,0.232,26.2251,0.7059,0.0179
136,46.7769,0.5514,23.62,68.46,1.2,13.0921,2.8235,15.9155,0.428,37.1832,0.4577,0.0901
137,40.6217,0.3807,39.51,21.15,67.87,10.8553,1.9168,12.7721,0.2938,43.4765,0.6278,0.0165
138,39.8069,0.6234,17.71,38.13,31.94,10.6433,3.091,13.7343,0.496,27.6912,0.3715,0.1056
139,27.8594,0.3484,59.69,12.53,18.42,7.1257,1.6279,8.7536,0.2554,34.2768,0.6762,0.0169
140,35.359,0.3064,48.49,79.98,49.44,8.677,1.6908,10.3678,0.2372,43.7151,0.6995,0.015
141,23.4487,0.4082,44.15,21.21,40.46,6.4256,2.1413,8.5669,0.3213,26.6617,0.5929,0.0203
142,25.323,0.5335,0.78,79.47,59.04,7.0523,2.5299,9.5822,0.4187,22.8854,0.4693,0.1437
143,28.2108,0.5893,0.27,5.7,48.91,7.8569,2.8136,10.6705,0.4621,23.0909,0.4143,0.1482
144,34.7713,0.6092,30.01,46.72,49.33,9.3799,3.1457,12.5256,0.4816,26.0107,0.39,0.1168
145,19.6842,0.5474,56.93,54.06,28.98,5.5186,2.7365,8.2551,0.4224,19.5453,0.4649,0.2059
146,17.1978,0.5934,76.89,41.97,31.3,4.9008,2.9853,7.8861,0.4635,17.0148,0.4131,0.2546
147,41.8813,0.4589,50.48,73.25,36.23,11.6852,2.4089,14.0941,0.3577,39.4069,0.5467,0.1002
148,33.1545,0.3522,30.05,17.68,59.66,8.5033,1.7886,10.2919,0.2669,38.5586,0.6617,0.0163
149,32.2087,0.4699,28.97,37.53,63.98,8.9618,2.433,11.3948,0.366,31.1304,0.5361,0.1198
150,42.2705,0.58,30.83,89.55,34.63,11.6765,2.932,14.6085,0.454,32.176,0.4246,0.1002
151,22.3322,0.3078,60.51,39.02,79.84,5.477,1.5722,7.0492,0.2425,29.071,0.6927,0.0167
152,22.3699,0.3367,62.73,21.44,58.89,5.705,1.7179,7.4229,0.2619,28.3474,0.6679,0.0168
153,34.2433,0.5353,15.11,66.21,78.77,9.6326,2.6536,12.2863,0.4177,29.4165,0.4708,0.1176
154,32.6589,0.4159,49.54,71.22,0.42,8.9587,1.8964,10.8551,0.3193,33.9926,0.5953,0.0167
155,32.1016,0.4788,64.15,70.96,23.05,8.9949,2.4146,11.4095,0.3722,30.6572,0.5283,0.1216
156,29.9774,0.662,65.96,60.06,48.76,7.7842,3.2867,11.0708,0.512,21.6212,0.3511,0.126
157,39.2913,0.328,89.01,42.62,49.92,9.9208,1.6988,11.6196,0.2518,46.1377,0.6807,0.0157
158,42.4468,0.3487,79.46,54.6,46.59,10.9855,1.8827,12.8682,0.2679,48.0249,0.6606,0.0145
159,46.6012,0.6016,34.06,36.62,39.98,12.8178,3.1409,15.9586,0.4708,33.8976,0.4036,0.0904
160,32.58,0.5858,79.88,54.1,55.11,8.9695,2.8885,11.858,0.4561,26.0001,0.422,0.1115
161,27.1061,0.6095,75.63,24.37,4.6,7.3154,2.8866,10.202,0.4797,21.267,0.3918,0.1501
162,36.0493,0.3344,43.37,51.19,55.67,9.2759,1.8027,11.0786,0.2629,42.1363,0.6668,0.0151
163,35.8908,0.4725,77.94,51.53,50.08,10.0393,2.406,12.4453,0.3664,33.9672,0.5358,0.1142
164,25.9465,0.595,26.8,17.79,1.86,7.1187,2.8229,9.9416,0.4767,20.8553,0.3961,0.1686
165,37.4634,0.6381,11.04,16.65,63.48,9.8014,3.2366,13.038,0.5047,25.8313,0.3604,0.1116
166,46.3141,0.6868,82.02,3.06,20.39,11.0845,3.5219,14.6063,0.5629,25.9489,0.2867,0.0774
167,30.3617,0.401,41.41,89.26,85.09,8.2676,2.1462,10.4138,0.3121,33.3631,0.6045,0.0167
168,44.6451,0.6013,18.66,48.79,57.89,12.1378,3.0636,15.2014,0.4769,31.8779,0.3957,0.0917
169,32.6367,0.482,54.17,79.81,65.59,9.1582,2.4088,11.5671,0.3747,30.8716,0.5253,0.1388
170,43.7866,0.4861,58.14,70.17,59.32,12.3745,2.5315,14.9059,0.3792,39.3131,0.5195,0.0961
171,18.0849,0.3166,83.44,6.45,54.49,4.3992,1.4567,5.8559,0.2284,25.6437,0.7106,0.022
172,46.0285,0.4343,14.63,44.68,76.84,12.6982,2.336,15.0342,0.334,45.015,0.5767,0.0899
173,30.7599,0.6301,22.43,57.24,21.1,8.1769,3.251,11.4279,0.5049,22.633,0.3602,0.1315
174,20.2621,0.6369,72.55,15.8,38.08,5.2332,3.0823,8.3156,0.5037,16.5084,0.3618,0.2093
175,38.5827,0.438,86.44,54.31,87.21,10.7602,2.2196,12.9799,0.3426,37.8838,0.5657,0.1023
176,43.1887,0.3715,49.28,28.92,36.65,11.5467,2.0676,13.6143,0.2936,46.3747,0.6281,0.0156
177,38.316,0.605,27.4,3.11,6.34,10.3165,3.1479,13.4644,0.4936,27.276,0.3746,0.1236
178,22.8486,0.376,65.63,58.44,5.91,6.03,1.9818,8.0118,0.2809,28.5176,0.644,0.0218
179,37.3595,0.6475,26.17,81.19,26.82,9.7353,3.2272,12.9624,0.5135,25.2448,0.3496,0.1105
180,27.2649,0.5302,29.77,79.52,52.09,7.6409,2.5787,10.2196,0.4147,24.6446,0.4745,0.1437
181,36.8027,0.3562,15.53,27.41,7.63,9.4905,1.8853,11.3758,0.2663,42.7166,0.6626,0.0176
182,26.5232,0.354,36.09,79.67,3.88,6.7763,1.5811,8.3574,0.2614,31.9751,0.6689,0.017
183,24.4334,0.3199,2.52,79.13,68.35,6.2955,1.636,7.9315,0.2668,29.7232,0.6617,0.0187
184,37.9375,0.5307,36.13,58.62,53.14,10.6328,2.7119,13.3448,0.4198,31.7874,0.4681,0.1094
185,26.4598,0.4999,72.39,9.71,63.92,7.4762,2.5005,9.9766,0.3921,25.4456,0.5033,0.1375
186,20.157,0.6761,60.72,77.53,27.79,5.197,3.3243,8.5213,0.5237,16.2712,0.3363,0.179
187,33.2158,0.5757,39.07,20.26,39.78,9.1577,2.8479,12.0056,0.4534,26.4774,0.4255,0.1286
188,16.7228,0.35,9.47,15.31,87.79,4.3552,1.7841,6.1394,0.2783,22.0614,0.6448,0.0214
189,26.2039,0.4014,49.71,80.32,48.01,7.0149,1.8874,8.9022,0.3055,29.1418,0.6129,0.0159
190,38.2541,0.308,89.68,7.07,28.23,9.4048,1.665,11.0698,0.2426,45.6288,0.6926,0.017
191,23.6014,0.5647,31.43,13.93,37.21,6.4997,2.7641,9.2639,0.4478,20.6887,0.4325,0.148
192,23.5,0.6143,50.35,52.79,35.25,6.2983,3.0814,9.3797,0.4912,19.0971,0.3779,0.1795
193,21.0438,0.3402,9.72,67.69,15.91,5.3513,1.5851,6.9364,0.2646,26.2116,0.6646,0.0231
194,31.4173,0.6363,70.06,31.49,32.08,8.3356,3.2338,11.5694,0.4973,23.2661,0.3699,0.1268
195,44.068,0.4593,2.19,53.67,63.94,12.2842,2.5318,14.816,0.3614,40.9987,0.542,0.093
196,46.8307,0.6954,87.29,83.14,33.28,11.5543,3.5184,15.0727,0.5449,27.6598,0.3096,0.0814
197,45.5904,0.6118,67.29,37.57,3.36,12.3335,3.0401,15.3736,0.4844,31.736,0.3865,0.0963
198,32.811,0.6895,61.3,49.47,20.65,8.1792,3.4191,11.5983,0.5439,21.325,0.311,0.126
199,36.9503,0.5516,75.36,32.49,17.5,10.3402,2.8114,13.1517,0.4308,30.5257,0.4539,0.1083
200,17.7717,0.518,49.8,2.78,39.13,5.0316,2.546,7.5776,0.4096,18.4982,0.481,0.2417
201,26.1925,0.5702,79.89,67.49,42.33,7.2776,2.6992,9.9768,0.4423,22.556,0.4395,0.15
202,36.4004,0.3855,83.79,25.48,3.2,9.6185,2.125,11.7436,0.2919,40.2339,0.6301,0.0156
203,20.1713,0.3224,77.21,32.48,86.78,5.0609,1.5551,6.616,0.2499,26.4709,0.6833,0.0182
204,23.0931,0.5584,24.34,41.75,4.76,6.5525,2.9962,9.5487,0.4322,22.0941,0.4523,0.1902
205,20.2202,0.4356,30.29,80.34,88.63,5.3879,2.0912,7.479,0.3303,22.6442,0.5814,0.0206
206,19.8247,0.5317,59.69,37.0,82.16,5.4277,2.617,8.0447,0.4107,19.5902,0.4797,0.1834
207,29.5532,0.4118,70.69,8.6,59.78,8.0695,2.2004,10.2699,0.3245,31.6452,0.5887,0.0216
208,29.2829,0.3946,51.15,56.73,80.21,7.9692,2.0332,10.0024,0.3074,32.538,0.6104,0.0164
209,18.1946,0.6771,33.28,30.21,36.71,4.6509,3.348,7.999,0.5411,14.7839,0.3145,0.2253
210,23.1577,0.6596,0.0,38.77,30.66,5.9555,3.3548,9.3104,0.5375,17.3232,0.319,0.188
211,24.6427,0.3406,87.41,12.65,1.9,6.0702,1.7021,7.7723,0.2588,30.0342,0.6721,0.0173
212,29.0866,0.4083,58.82,72.8,49.39,7.9084,2.0753,9.9837,0.3187,31.3257,0.5961,0.0172
213,22.9673,0.6141,13.46,17.34,53.56,6.1731,3.0335,9.2066,0.4781,19.2581,0.3941,0.2036
214,30.6097,0.5467,77.23,53.94,84.8,8.5264,2.7529,11.2793,0.4325,26.0809,0.4519,0.1426
215,16.4362,0.3211,71.58,82.64,43.08,3.8772,1.5766,5.4537,0.2278,23.9423,0.7111,0.0186
216,43.3411,0.3114,73.84,72.59,63.39,10.685,1.6624,12.3474,0.2354,52.4598,0.7018,0.0143
217,36.4476,0.3805,33.07,74.76,26.62,9.7003,2.0341,11.7344,0.2948,39.8101,0.6266,0.0156
218,39.8448,0.6504,56.29,52.18,48.35,10.443,3.2909,13.7339,0.5129,26.7762,0.3501,0.095
219,36.1043,0.4461,0.92,74.6,89.85,10.0558,2.357,12.4128,0.3535,35.1167,0.5522,0.116
220,29.4703,0.365,74.51,70.58,67.77,7.6945,1.9574,9.6519,0.28,34.4693,0.6451,0.0166
221,24.746,0.5288,82.65,41.22,17.92,6.9621,2.6421,9.6041,0.4186,22.9458,0.4695,0.1716
222,28.0121,0.6115,37.21,84.3,67.51,7.6314,2.9443,10.5757,0.477,22.1723,0.3956,0.1396
223,29.7747,0.6205,3.88,52.54,11.98,8.1444,3.1074,11.2518,0.4681,24.0387,0.407,0.1385
224,38.8382,0.5089,73.93,35.81,62.79,10.8584,2.4738,13.3322,0.3969,33.5908,0.4971,0.1029
225,29.4789,0.4338,88.48,8.16,7.45,8.0917,2.2542,10.346,0.3299,31.3636,0.582,0.0175
226,41.1606,0.5851,76.4,41.89,83.79,11.2508,3.0039,14.2547,0.4583,31.1068,0.4194,0.0925
227,15.8453,0.5312,46.46,19.81,73.9,4.5517,2.5436,7.0952,0.4014,17.6769,0.4914,0.2506
228,19.1694,0.3559,24.05,67.23,27.5,4.8175,1.6016,6.4191,0.2611,24.5876,0.669,0.0179
229,43.7105,0.4929,58.71,61.29,22.63,12.3398,2.5651,14.9049,0.3852,38.6954,0.512,0.0906
230,19.1398,0.4418,38.67,85.84,41.62,5.2491,2.1924,7.4415,0.3383,21.9968,0.5713,0.0185
231,44.3504,0.6894,24.52,48.61,14.2,10.9625,3.509,14.4716,0.5516,26.2336,0.3011,0.0904
232,41.4085,0.6263,66.5,26.86,47.94,11.1325,3.2398,14.3723,0.4873,29.4936,0.3826,0.0962
233,37.8054,0.4713,8.49,53.29,67.38,10.621,2.4102,13.0312,0.3693,35.2906,0.5319,0.114
234,46.9206,0.4599,53.78,78.92,77.37,13.206,2.33,15.536,0.3618,42.9423,0.5416,0.0878
235,35.2857,0.6812,36.58,70.51,19.32,8.762,3.4146,12.1766,0.5434,22.4097,0.3117,0.116
236,27.4416,0.6822,38.7,44.23,52.49,6.9073,3.2562,10.1636,0.5352,18.9904,0.3219,0.1368
237,31.7483,0.4589,81.97,75.44,68.11,8.9079,2.3155,11.2234,0.3581,31.3447,0.5461,0.1237
238,33.0658,0.5109,35.54,3.98,74.9,9.3265,2.5171,11.8436,0.3992,29.6691,0.4942,0.113
239,23.2389,0.3556,24.56,65.04,12.25,5.7445,1.7321,7.4766,0.25,29.904,0.683,0.0203
240,16.6796,0.4295,35.13,4.55,42.64,4.6256,2.0517,6.6774,0.3176,21.0243,0.5975,0.0179
241,38.4225,0.6165,8.93,57.28,73.71,10.3958,3.0752,13.4711,0.487,27.6621,0.383,0.1069
242,39.3499,0.5458,35.08,16.29,83.62,10.824,2.6773,13.5013,0.4283,31.5253,0.4574,0.1049
243,43.4017,0.3937,22.74,18.07,22.96,11.6722,2.1364,13.8086,0.3004,45.9699,0.6195,0.0185
244,17.5572,0.5201,82.52,36.2,88.21,4.8193,2.5571,7.3764,0.4067,18.1376,0.4846,0.1994
245,42.2177,0.3625,75.27,66.01,19.56,11.0045,1.8581,12.8627,0.2771,46.4198,0.6489,0.0166
246,25.0649,0.3019,43.69,43.81,25.26,5.936,1.4081,7.3441,0.2242,32.7533,0.7157,0.0164
247,33.362,0.5812,17.77,18.59,70.69,9.136,2.9771,12.1131,0.4617,26.2361,0.415,0.1111
248,29.7485,0.4892,2.78,20.42,82.43,8.1668,2.3734,10.5403,0.3754,28.0765,0.5242,0.1284
249,37.8827,0.6614,68.5,11.98,21.65,9.7759,3.323,13.0989,0.5208,25.1531,0.3405,0.1044
250,23.3812,0.6722,50.36,31.17,0.8,5.9509,3.4637,9.4146,0.5303,17.7522,0.3278,0.182
251,40.8814,0.4581,83.79,16.85,12.17,11.4259,2.3476,13.7735,0.3558,38.7117,0.5492,0.0968
252,29.0788,0.6709,38.98,87.09,32.35,7.2925,3.3378,10.6303,0.5324,19.9674,0.3252,0.1291
253,19.0358,0.3794,82.7,21.43,64.27,4.9964,1.9079,6.9043,0.298,23.1725,0.6225,0.0163
254,28.6709,0.6337,86.53,22.64,43.49,7.6749,3.0906,10.7655,0.4878,22.0688,0.3818,0.1475
255,20.1188,0.3017,56.98,78.41,87.61,4.7344,1.431,6.1655,0.2145,28.7475,0.7282,0.0172
256,36.6849,0.5721,6.88,65.3,3.82,10.1618,3.0892,13.251,0.4481,29.5731,0.4324,0.1192
257,22.5206,0.3056,4.82,8.61,18.53,5.636,1.5406,7.1766,0.2485,28.8831,0.6767,0.0217
258,40.4649,0.5621,14.51,80.79,39.54,11.1813,2.931,14.1122,0.4448,31.7301,0.4366,0.1052
259,25.1812,0.6474,64.89,48.45,63.13,6.7117,3.0446,9.7563,0.502,19.435,0.3639,0.1593
260,30.8598,0.4278,64.53,41.26,52.98,8.5264,2.1553,10.6817,0.3335,32.0259,0.5774,0.0164
261,26.6931,0.4601,21.56,32.26,55.91,7.4375,2.2126,9.6501,0.3612,26.7145,0.5421,0.1566
262,40.61,0.6658,49.19,57.09,55.28,10.573,3.3005,13.8735,0.5196,26.7024,0.3418,0.0967
263,41.667,0.3862,25.8,27.94,27.5,11.241,2.0289,13.27,0.2989,44.3926,0.6213,0.0151
264,45.293,0.62,19.39,25.21,13.79,12.1833,3.226,15.4093,0.4914,31.3583,0.3774,0.0913
265,31.4608,0.4499,5.36,41.28,57.32,8.7204,2.4138,11.1342,0.3517,31.6559,0.5543,0.1366
266,39.4827,0.4163,35.92,42.9,44.27,10.9636,2.1848,13.1484,0.3241,40.5727,0.5893,0.0157
267,25.2325,0.3077,30.98,63.26,42.58,6.0452,1.5153,7.5605,0.233,32.4545,0.7046,0.0177
268,29.2524,0.5779,64.85,53.41,30.69,8.1929,2.9115,11.1043,0.4477,24.8025,0.4326,0.1348
269,21.285,0.3638,5.21,43.58,88.42,5.6885,2.1329,7.8214,0.3071,25.469,0.6108,0.0216
270,18.5349,0.6699,17.2,54.3,13.59,4.7284,3.4216,8.15,0.5302,15.3719,0.3281,0.2379
271,33.7114,0.5869,88.83,5.69,11.0,9.1725,2.8456,12.018,0.4636,25.9211,0.4125,0.1339
272,26.1372,0.4299,28.9,41.03,13.46,7.2123,1.9579,9.1701,0.3296,27.8199,0.5823,0.0194
273,26.9303,0.6943,21.26,14.0,70.47,6.541,3.4325,9.9735,0.5454,18.2877,0.309,0.1509
274,37.6803,0.3135,1.7,11.33,71.95,9.6351,1.6151,11.2501,0.259,43.4316,0.6712,0.0207
275,20.5764,0.6654,89.47,18.44,30.29,5.2308,3.1161,8.3468,0.5185,16.0995,0.343,0.2005
276,26.907,0.5592,55.83,6.03,27.64,nan,nan,nan,nan,nan,nan,nan
277,22.915,0.3781,38.61,77.63,4.93,5.9501,1.9265,7.8766,0.272,28.9606,0.6553,0.019
278,41.1829,0.5839,72.81,24.3,76.97,11.2924,2.9827,14.2751,0.4575,31.2025,0.4204,0.0949
279,29.8013,0.5555,81.97,19.96,76.14,8.297,2.8953,11.1923,0.4358,25.6837,0.4481,0.1303
280,40.0574,0.4665,56.8,70.87,29.74,11.2414,2.4093,13.6507,0.3642,37.4765,0.5385,0.1068
281,21.3145,0.3665,35.7,55.43,73.59,5.5132,1.8207,7.3338,0.2826,25.9533,0.642,0.0164
282,20.9276,0.4508,52.33,47.45,72.27,5.7556,2.2684,8.024,0.3578,22.426,0.5465,0.1834
283,22.5537,0.3831,77.55,50.4,16.79,5.9895,1.9579,7.9474,0.2895,27.4478,0.6331,0.0183
284,44.6012,0.5448,31.74,18.15,74.0,12.3664,2.8337,15.2001,0.4265,35.6382,0.4597,0.0945
285,34.373,0.6156,28.04,14.19,54.53,9.1737,3.1209,12.2946,0.4859,25.3007,0.3841,0.111
286,34.354,0.5552,67.62,15.39,3.24,9.4811,2.7283,12.2094,0.4292,28.4468,0.4561,0.1338
287,22.4618,0.4896,56.92,66.54,29.18,6.2955,2.4946,8.7901,0.3796,23.1572,0.5189,0.1721
288,39.4856,0.6905,37.81,8.47,87.46,9.7747,3.3719,13.1466,0.5408,24.3075,0.3148,0.0936
289,39.8287,0.361,77.97,10.33,55.15,10.3949,1.8089,12.2037,0.2792,43.7142,0.6463,0.0159
290,35.5552,0.4596,63.62,8.86,24.1,9.9004,2.3134,12.2138,0.3548,34.4232,0.5501,0.1208
291,42.9097,0.3944,66.75,37.62,79.25,11.5691,2.1418,13.7109,0.3057,44.8454,0.6125,0.0159
292,36.7189,0.3632,31.89,76.3,18.82,9.6338,1.8918,11.5256,0.276,41.7604,0.6503,0.0152
293,28.9368,0.5481,59.49,83.46,64.02,8.1445,2.7842,10.9287,0.429,25.4764,0.4564,0.1377
294,45.6071,0.5299,66.36,86.37,27.31,12.7821,2.6764,15.4585,0.4128,37.4443,0.4769,0.083
295,39.3159,0.6716,28.11,16.59,50.17,9.8305,3.2791,13.1096,0.5321,24.6355,0.3256,0.0964
296,44.9311,0.5581,83.37,17.39,14.56,12.3461,2.8904,15.2366,0.4407,34.5705,0.4416,0.0941
297,25.1805,0.5563,33.18,84.43,71.06,6.9859,2.8448,9.8307,0.4355,22.5736,0.4482,0.1585
298,27.7223,0.4148,52.34,25.54,75.24,7.5658,2.0977,9.6635,0.3165,30.5343,0.5989,0.0167
299,16.3229,0.4889,47.32,44.2,50.19,4.5841,2.3363,6.9204,0.3576,19.3514,0.5467,0.2314
